Result,Goals For,Goals Against,Date,gameid,Team,Opponent,Player,Position,TOI,Goals,iXG,Assists,Primary Assists,Secondary Assists,Shot Attempts,Shots,Slot Shots,Rush Chances,Cycle Chances,Forecheck Chances,Rebound Chances,OZ Pass Attempts,Successful OZ Passes,Slot Pass Completions,Total Stretch Pass Attempts,Successful Stretch Pass Attempts,Scoring Chances Generated,Controlled Exits,Controlled Entries,OZ Time of Possession,Pct of Play in OZ,Pct of Play in DZ,Overall Contested LPR Recovery Rate,Player Goals Against,Shot Attempts Against,Shots Against,Slot Attempts Against,Slot Shots Against,OZ Pass Attempts Against,Successful OZ Passes Against,Successful Slot Passes Against,Rush Chances Against,Cycle Chances Against,Forecheck Chances Against,Rebound Chances Against,Penalties Taken,Penalties Drawn,xGF WOI,xGA WOI,xGF%
W,4,1,6/3/2021,46183,MIN,NH,Kendall Coyne Schofield,F,23.06,1,1.08,0,0,0,9,6,2,1,1,1,0,24,18,1,0,0,3,9,11,0.56,0.378,0.431,0.357,1,24,14,13,9,76,50,5,5,6,1,0,0,0,2.198,1.607,0.578
W,4,1,6/3/2021,46183,MIN,NH,Hilary Knight,F,19.41,0,0.385,1,1,0,10,6,2,1,2,1,0,27,19,1,0,0,3,4,6,0.55,0.514,0.284,0.3,0,12,7,7,5,23,13,3,3,3,1,0,1,0,1.225,0.649,0.654
W,4,1,6/3/2021,46183,MIN,NH,Annie Pankowski,F,19.44,0,0.371,1,1,0,7,3,2,2,2,0,0,13,5,0,1,0,2,10,9,0.34,0.429,0.358,0.2,0,12,6,7,4,45,24,5,3,3,1,0,1,0,1.995,0.543,0.786
W,4,1,6/3/2021,46183,MIN,NH,Kelly Pannek,F,20.27,0,0.022,0,0,0,1,0,0,0,0,0,0,25,22,1,0,0,1,5,3,1,0.459,0.341,0.375,1,15,8,7,4,39,22,4,2,3,1,0,0,1,1.22,1.349,0.475
W,4,1,6/3/2021,46183,MIN,NH,Ryleigh Houston,F,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.12,0.597,0.5,0,10,8,4,3,11,5,2,2,0,0,0,0,0,0,0.423,0
W,4,1,6/3/2021,46183,MIN,NH,Sophia Shaver,F,14.37,0,0.146,0,0,0,2,2,1,1,0,0,0,9,5,0,0,0,1,2,2,0.23,0.35,0.433,0.333,0,10,6,2,1,47,28,2,1,0,0,0,0,1,0.875,0.384,0.695
W,4,1,6/3/2021,46183,MIN,NH,Abby Roque,F,20.52,2,0.748,0,0,0,3,3,3,0,1,0,0,9,7,0,0,0,3,5,4,0.19,0.276,0.527,0.188,1,30,17,11,8,76,52,4,4,4,1,0,0,0,1.898,1.847,0.507
W,4,1,6/3/2021,46183,MIN,NH,Nicole Schammel,F,7.05,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,0.05,0.192,0.514,0,0,10,6,4,3,18,9,2,0,1,2,0,0,0,0,0.214,0
L,1,4,6/3/2021,46183,NH,MIN,Brianna Decker,F,27.58,1,1.176,0,0,0,11,5,3,2,3,0,0,24,15,3,1,1,6,7,4,1.02,0.492,0.302,0.421,1,17,5,5,2,60,32,1,3,2,0,0,0,0,2.239,1.243,0.643
L,1,4,6/3/2021,46183,NH,MIN,Amanda Kessel,F,24.22,0,0.227,1,1,0,6,4,1,1,1,0,0,30,21,0,1,1,1,8,9,1.18,0.565,0.243,0.533,1,13,5,3,2,35,18,0,2,1,0,0,0,0,1.961,1.13,0.634
L,1,4,6/3/2021,46183,NH,MIN,Gigi Marvin,F,19.14,0,0.107,0,0,0,5,5,1,0,0,1,0,15,10,3,0,0,4,3,6,0.43,0.445,0.355,0.333,2,16,12,8,6,71,47,4,1,5,1,1,0,0,0.658,2.057,0.242
L,1,4,6/3/2021,46183,NH,MIN,Hayley Scamurra,F,18.45,0,0.443,0,0,0,8,5,4,3,2,1,0,8,3,1,1,0,5,5,6,0.27,0.389,0.378,0.214,1,14,8,8,2,67,39,4,1,4,1,1,1,0,0.852,0.68,0.556
L,1,4,6/3/2021,46183,NH,MIN,Haley Skarupa,F,27.16,0,0.303,1,0,1,7,2,1,1,0,0,0,21,12,1,0,0,2,11,13,1.05,0.524,0.293,0.176,2,19,9,7,6,60,41,1,4,2,1,0,0,0,2.258,1.936,0.538
L,1,4,6/3/2021,46183,NH,MIN,Dana Trivigno,F,14.22,0,0.169,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,1,3,2,0.03,0.298,0.443,0.333,2,14,9,8,5,54,30,2,1,2,2,0,0,0,0.512,0.977,0.344
L,1,4,6/3/2021,46183,NH,MIN,Chelsey Goldberg,F,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0.616,0,1,2,1,2,1,10,3,1,0,1,0,0,0,0,0,0.137,0
L,1,4,6/3/2021,46183,NH,MIN,Alexa Gruschow,F,18.59,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,0,0,2,10,5,0.27,0.373,0.397,0.583,1,18,10,14,7,61,38,8,3,5,1,1,0,1,0.967,1.213,0.444
L,1,4,6/3/2021,46183,NH,MIN,Cassidy Vinkle,F,8.49,0,0.007,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0.04,0.3,0.442,0.667,0,8,5,6,4,38,25,3,1,2,0,0,1,1,0.202,0.559,0.265
L,1,4,6/3/2021,46183,NH,MIN,Delaney Belinskas,F,11.24,0,0.164,0,0,0,3,3,3,1,1,1,0,2,0,0,0,0,3,3,1,0.07,0.25,0.523,0.375,1,13,7,8,5,69,47,5,1,4,1,0,1,0,0.26,0.902,0.224
W,6,2,7/3/2021,46658,MIN,NH,Hannah Brandt,F,20.52,0,0.259,1,0,1,3,3,3,2,0,0,0,12,7,1,1,0,4,0,3,0.2,0.401,0.372,0.231,1,15,8,7,3,60,45,6,3,1,0,1,0,0,1.747,0.709,0.711
W,6,2,7/3/2021,46658,MIN,NH,Sydney Brodt,F,9.09,1,0.378,0,0,0,4,4,3,1,1,1,0,8,4,2,0,0,5,2,0,0.14,0.386,0.453,0,2,15,9,4,4,32,23,4,0,0,0,2,0,0,0.843,0.825,0.505
W,6,2,7/3/2021,46658,MIN,NH,Dani Cameranesi,F,21.23,0,0.674,3,1,2,5,3,2,2,2,0,0,29,17,1,0,0,3,3,9,0.53,0.427,0.384,0.333,1,17,7,9,3,53,37,4,3,1,0,1,0,0,1.932,0.987,0.662
W,6,2,7/3/2021,46658,MIN,NH,Kendall Coyne Schofield,F,21.35,1,0.728,0,0,0,8,7,5,2,0,1,1,13,8,1,0,0,6,9,7,0.49,0.463,0.337,0.214,0,14,4,7,2,53,41,7,2,1,0,0,0,0,1.514,0.74,0.672
W,6,2,7/3/2021,46658,MIN,NH,Hilary Knight,F,18.31,2,0.348,0,0,0,9,5,3,3,1,0,2,23,17,1,0,0,4,4,2,0.42,0.463,0.335,0.455,0,16,5,9,3,40,32,4,4,1,0,0,1,0,1.649,0.859,0.657
W,6,2,7/3/2021,46658,MIN,NH,Annie Pankowski,F,16.28,0,0.44,1,1,0,6,4,2,1,2,1,1,15,13,2,0,0,4,5,7,0.49,0.473,0.31,0.545,0,8,3,4,2,25,12,3,3,0,0,0,0,0,1.681,0.261,0.865
W,6,2,7/3/2021,46658,MIN,NH,Kelly Pannek,F,20.57,1,0.605,1,1,0,5,4,3,0,2,1,0,21,15,2,2,1,5,5,1,0.54,0.435,0.358,0.2,0,10,4,4,1,46,31,5,1,1,0,0,0,0,1.356,0.505,0.729
W,6,2,7/3/2021,46658,MIN,NH,Ryleigh Houston,F,5.15,0,0.15,0,0,0,1,0,0,1,0,0,1,4,4,0,0,0,0,2,1,0.09,0.585,0.251,0,0,1,1,0,0,7,6,1,0,0,0,0,0,0,1.032,0.012,0.989
W,6,2,7/3/2021,46658,MIN,NH,Sophia Shaver,F,17.22,0,0.164,0,0,0,2,1,1,1,1,0,1,17,14,2,0,0,3,4,6,0.36,0.411,0.418,0.3,1,21,11,7,2,58,45,9,0,2,0,1,0,1,1.073,1.222,0.467
W,6,2,7/3/2021,46658,MIN,NH,Abby Roque,F,18.49,0,0.253,1,1,0,5,4,2,2,0,0,0,26,16,2,0,0,4,2,4,1.11,0.465,0.373,0.667,1,19,9,6,2,54,41,8,0,1,0,1,2,0,1.23,1.044,0.541
W,6,2,7/3/2021,46658,MIN,NH,Nicole Schammel,F,4.07,0,0.249,0,0,0,1,1,1,1,0,0,1,4,1,0,0,0,1,0,2,0.09,0.319,0.439,0.25,0,3,2,1,0,11,8,1,0,0,0,0,0,0,0.756,0.126,0.857
L,2,6,7/3/2021,46658,NH,MIN,Brianna Decker,F,33.57,0,0.367,1,1,0,8,2,0,2,0,0,0,24,19,4,0,0,4,7,12,0.59,0.411,0.415,0.238,4,32,19,19,10,139,94,5,7,9,2,2,0,2,1.769,2.048,0.463
L,2,6,7/3/2021,46658,NH,MIN,Amanda Kessel,F,28.42,1,0.68,0,0,0,5,2,2,0,0,0,1,30,20,4,1,1,6,5,5,1.09,0.48,0.369,0.182,4,28,18,18,11,97,68,6,8,7,2,3,0,0,1.661,2.353,0.414
L,2,6,7/3/2021,46658,NH,MIN,Gigi Marvin,F,18.11,0,0.144,1,0,1,3,2,1,1,0,0,0,14,12,4,1,1,5,0,2,0.38,0.442,0.356,0.385,2,23,14,8,6,57,42,9,5,2,1,2,0,0,1.041,1.18,0.469
L,2,6,7/3/2021,46658,NH,MIN,Hayley Scamurra,F,22.09,1,0.59,0,0,0,7,4,3,0,2,0,1,9,7,1,0,0,4,6,4,0.3,0.34,0.446,0.333,2,33,18,11,7,82,57,12,5,4,1,2,0,0,0.968,1.447,0.401
L,2,6,7/3/2021,46658,NH,MIN,Haley Skarupa,F,26.08,0,0.332,1,0,1,6,1,1,2,1,0,0,18,15,2,0,0,3,5,6,0.53,0.483,0.33,0.188,1,23,15,13,10,56,30,2,9,1,0,5,2,1,1.569,1.955,0.445
L,2,6,7/3/2021,46658,NH,MIN,Dana Trivigno,F,12.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.284,0.478,0,1,21,13,12,9,36,21,3,7,0,1,3,1,0,0.082,1.496,0.052
L,2,6,7/3/2021,46658,NH,MIN,Chelsey Goldberg,F,2.15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.02,0.312,0.443,0,0,3,2,2,2,4,1,0,0,0,0,0,0,0,0.008,0.114,0.066
L,2,6,7/3/2021,46658,NH,MIN,Alexa Gruschow,F,16.21,0,0.145,1,1,0,5,2,0,0,0,0,0,10,5,1,0,0,1,5,3,0.21,0.381,0.405,0.2,1,22,14,10,8,49,35,11,5,2,1,2,1,0,0.9,1.34,0.402
L,2,6,7/3/2021,46658,NH,MIN,Cassidy Vinkle,F,5.18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0.01,0.19,0.511,0,0,3,1,1,1,19,7,0,0,0,1,0,0,0,0.104,0.061,0.631
L,2,6,7/3/2021,46658,NH,MIN,Delaney Belinskas,F,8.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0.217,0.484,0,0,10,7,7,6,28,11,0,4,0,1,2,1,0,0.104,0.718,0.127
W,3,1,16/5/2021,47484,MIN,NH,Hannah Brandt,F,20.53,0,0.115,0,0,0,3,1,1,0,1,0,0,14,11,2,1,0,3,7,1,0.22,0.404,0.379,0.455,1,19,11,11,6,60,38,4,5,3,3,1,0,0,1.169,1.069,0.522
W,3,1,16/5/2021,47484,MIN,NH,Sydney Brodt,F,19.11,1,0.897,0,0,0,3,2,2,1,2,0,1,10,6,0,2,2,2,2,2,0.17,0.401,0.426,0.182,0,21,9,8,6,63,43,4,2,1,2,1,0,1,1.684,0.828,0.67
W,3,1,16/5/2021,47484,MIN,NH,Dani Cameranesi,F,21.05,1,0.38,0,0,0,4,2,1,0,2,1,0,18,12,3,0,0,4,5,5,0.53,0.404,0.427,0.25,0,23,12,9,7,75,52,2,2,2,4,1,0,0,2.869,0.971,0.747
W,3,1,16/5/2021,47484,MIN,NH,Kendall Coyne Schofield,F,21.11,0,0.682,0,0,0,10,6,2,3,1,0,1,15,10,0,0,0,2,11,8,0.51,0.401,0.389,0.125,1,18,9,11,6,59,40,5,5,4,3,1,0,0,1.4,1.033,0.575
W,3,1,16/5/2021,47484,MIN,NH,Hilary Knight,F,20.23,0,0.435,0,0,0,9,6,3,1,1,0,0,16,11,2,0,0,5,5,6,0.5,0.428,0.366,0.3,1,19,12,13,8,43,28,3,6,4,4,1,1,0,2.468,1.263,0.662
W,3,1,16/5/2021,47484,MIN,NH,Annie Pankowski,F,15.6,0,0.585,0,0,0,9,4,2,2,1,1,0,16,12,1,1,0,3,4,6,1.05,0.528,0.3,0.222,0,9,5,6,4,28,16,1,3,2,1,0,1,0,1.03,0.258,0.8
W,3,1,16/5/2021,47484,MIN,NH,Kelly Pannek,F,20.11,1,1.484,2,2,0,8,5,3,1,1,0,0,14,11,3,0,0,6,3,3,0.4,0.397,0.444,0.273,0,21,8,7,5,75,54,3,1,2,4,1,1,0,2.902,0.823,0.779
W,3,1,16/5/2021,47484,MIN,NH,Ryleigh Houston,F,8.52,0,0.009,0,0,0,1,0,0,0,0,0,0,9,6,2,1,1,2,4,1,0.3,0.547,0.28,1,0,6,4,5,4,16,10,1,2,2,2,0,0,0,0.676,0.199,0.773
W,3,1,16/5/2021,47484,MIN,NH,Abby Roque,F,20,0,0.209,0,0,0,6,4,1,0,1,2,0,16,9,2,0,0,3,3,6,0.52,0.522,0.305,0.375,0,11,7,8,6,41,26,3,3,2,1,0,0,0,1.134,0.489,0.699
W,3,1,16/5/2021,47484,MIN,NH,Samantha Donovan,F,7.07,0,0.093,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,1,0.06,0.501,0.325,0.5,0,3,1,1,0,16,9,1,0,1,0,0,0,0,0.232,0.091,0.718
L,1,3,16/5/2021,47484,NH,MIN,Brianna Decker,F,27.21,0,0.668,1,0,1,12,9,6,4,1,1,0,21,15,0,1,1,6,9,10,1.29,0.464,0.366,0.333,1,26,16,10,6,71,44,9,3,2,0,0,0,0,1.694,2.378,0.416
L,1,3,16/5/2021,47484,NH,MIN,Amanda Kessel,F,27.45,1,0.395,0,0,0,8,5,4,1,4,2,0,35,22,3,1,0,7,7,10,1.21,0.475,0.351,0.333,1,24,15,10,6,68,43,9,4,2,0,0,0,0,1.69,2.218,0.432
L,1,3,16/5/2021,47484,NH,MIN,Hayley Scamurra,F,18.31,0,0.408,1,1,0,7,5,4,2,2,2,0,12,10,2,0,0,6,8,5,0.57,0.417,0.395,0.417,3,24,13,10,6,44,26,6,3,3,2,1,0,1,0.845,2.57,0.247
L,1,3,16/5/2021,47484,NH,MIN,Dana Trivigno,F,18.45,0,0.018,0,0,0,1,0,0,0,0,0,0,10,7,0,2,2,0,4,1,0.14,0.338,0.461,0.125,2,26,14,11,6,57,36,6,3,3,2,1,0,1,0.611,1.608,0.275
L,1,3,16/5/2021,47484,NH,MIN,Courtney Turner,F,15.26,0,0.018,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0.03,0.278,0.527,0.25,0,26,12,13,4,72,53,7,4,6,3,1,0,0,0.191,1.4,0.12
L,1,3,16/5/2021,47484,NH,MIN,Makenna Newkirk,F,20.1,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,1,0,0,5,2,0.26,0.406,0.41,0.267,1,20,12,9,6,57,32,10,3,2,0,0,0,0,1.264,2.095,0.376
L,1,3,16/5/2021,47484,NH,MIN,Alexa Gruschow,F,14.58,0,0.278,0,0,0,3,3,2,0,0,2,1,7,3,0,0,0,2,4,1,0.26,0.304,0.518,0.167,0,24,11,12,4,69,53,7,4,6,3,1,0,0,0.332,1.374,0.195
L,1,3,16/5/2021,47484,NH,MIN,Emily Field,F,16.15,0,0.154,0,0,0,1,1,1,0,0,0,0,10,6,0,0,0,1,5,0,0.19,0.35,0.451,0.375,2,23,14,9,7,48,28,6,3,3,1,1,0,0,0.471,1.76,0.211
L,1,3,16/5/2021,47484,NH,MIN,Delaney Belinskas,F,12.3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,1,0.06,0.26,0.545,0.667,0,22,8,12,3,59,44,5,3,5,4,1,0,0,0.185,1.215,0.132
W,4,2,17/5/2021,47485,MIN,NH,Hannah Brandt,F,18.28,0,0.131,0,0,0,4,2,1,1,1,0,0,21,17,0,0,0,1,4,1,0.43,0.518,0.322,0.222,1,15,11,7,6,30,18,0,2,3,1,1,0,1,1.082,0.635,0.63
W,4,2,17/5/2021,47485,MIN,NH,Sydney Brodt,F,18.51,1,0.39,0,0,0,5,5,3,1,1,0,0,23,16,2,0,0,5,4,3,1.29,0.545,0.288,0.333,1,9,6,4,3,52,31,2,1,3,0,1,0,0,1.105,0.827,0.572
W,4,2,17/5/2021,47485,MIN,NH,Dani Cameranesi,F,23.45,0,0.64,0,0,0,7,4,3,1,4,1,0,21,11,3,1,0,6,5,5,0.41,0.468,0.364,0,1,14,8,9,6,80,54,6,4,5,0,1,1,0,2.299,1.306,0.638
W,4,2,17/5/2021,47485,MIN,NH,Kendall Coyne Schofield,F,20.07,1,0.832,0,0,0,12,8,5,3,2,1,0,14,12,3,1,0,8,7,9,0.52,0.483,0.346,0.545,1,19,12,10,8,38,25,2,5,3,1,1,0,0,1.762,1.054,0.626
W,4,2,17/5/2021,47485,MIN,NH,Hilary Knight,F,20.33,0,0.395,0,0,0,8,4,2,2,1,0,0,27,17,0,0,0,2,5,3,1,0.543,0.314,0.375,1,15,11,6,5,29,19,0,2,2,1,1,0,1,1.324,0.611,0.684
W,4,2,17/5/2021,47485,MIN,NH,Annie Pankowski,F,17.25,1,0.473,1,1,0,11,5,4,0,2,2,0,18,10,2,0,0,6,6,9,0.57,0.473,0.336,0.167,0,14,10,5,4,34,23,4,1,0,2,1,1,0,1.457,0.879,0.624
W,4,2,17/5/2021,47485,MIN,NH,Kelly Pannek,F,23.58,0,0.63,0,0,0,11,4,3,1,5,1,0,17,13,3,1,0,6,8,4,0.53,0.463,0.369,0.417,1,16,9,9,6,76,52,6,4,4,0,1,0,0,2.158,1.471,0.595
W,4,2,17/5/2021,47485,MIN,NH,Ryleigh Houston,F,9.48,0,0.346,0,0,0,3,3,3,1,1,0,0,10,7,0,0,0,3,2,3,0.21,0.597,0.221,0.5,0,3,1,1,1,12,7,1,0,0,0,0,0,0,1.091,0.505,0.684
W,4,2,17/5/2021,47485,MIN,NH,Abby Roque,F,19.16,1,0.453,0,0,0,7,4,3,3,1,0,0,20,16,1,0,0,4,6,5,0.54,0.525,0.292,0.571,0,11,7,4,3,38,25,4,1,0,2,1,0,1,2.127,0.673,0.76
W,4,2,17/5/2021,47485,MIN,NH,Samantha Donovan,F,8.21,0,0,1,1,0,0,0,0,0,0,0,0,8,6,1,0,0,1,4,3,0.24,0.422,0.344,0.333,0,8,7,4,3,13,7,3,1,0,2,1,0,0,0.228,0.35,0.395
L,2,4,17/5/2021,47485,NH,MIN,Brianna Decker,F,27.24,0,0.418,1,0,1,8,5,3,2,1,1,0,25,17,2,1,1,5,12,8,1.05,0.426,0.393,0.25,1,34,20,19,10,82,54,8,7,6,1,0,1,1,2.213,2.056,0.518
L,2,4,17/5/2021,47485,NH,MIN,Amanda Kessel,F,27.5,0,0.062,0,0,0,2,1,1,1,1,0,0,33,25,2,1,0,3,6,7,1.21,0.412,0.4,0.455,1,32,19,20,10,90,61,11,8,7,1,0,0,0,1.848,2.177,0.459
L,2,4,17/5/2021,47485,NH,MIN,Hayley Scamurra,F,19.03,0,0.394,1,0,1,6,5,3,1,2,2,1,8,6,1,1,0,4,4,5,0.24,0.318,0.525,0.222,2,30,18,17,14,85,61,4,4,8,3,0,0,0,0.827,1.444,0.364
L,2,4,17/5/2021,47485,NH,MIN,Haley Skarupa,F,24.57,1,0.98,0,0,0,5,3,3,2,2,0,1,23,13,2,0,0,5,7,5,0.57,0.418,0.392,0.182,1,29,16,18,8,73,48,11,6,6,1,0,0,0,1.331,1.927,0.409
L,2,4,17/5/2021,47485,NH,MIN,Dana Trivigno,F,13.47,0,0.007,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.15,0.26,0.566,0.167,1,25,12,9,5,62,45,4,3,5,2,1,0,0,0.13,1.025,0.113
L,2,4,17/5/2021,47485,NH,MIN,Courtney Turner,F,6.41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.05,0.327,0.491,0,1,10,6,4,3,18,11,2,1,1,0,0,0,0,0.52,0.714,0.421
L,2,4,17/5/2021,47485,NH,MIN,Makenna Newkirk,F,17.46,0,0.186,1,1,0,5,5,1,0,0,0,0,9,5,0,0,0,1,2,2,0.16,0.279,0.549,0.1,2,30,17,17,14,87,64,5,4,8,3,0,0,0,0.456,1.473,0.237
L,2,4,17/5/2021,47485,NH,MIN,Alexa Gruschow,F,13.54,1,0.136,0,0,0,1,1,1,0,0,0,1,5,3,1,1,1,2,0,1,0.12,0.334,0.502,0.222,2,19,12,11,9,56,37,4,2,5,3,0,0,0,0.808,0.748,0.519
L,2,4,17/5/2021,47485,NH,MIN,Emily Field,F,14.39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,10,2,0.02,0.239,0.579,0,1,29,13,11,7,71,52,5,4,6,2,1,0,0,0.143,1.336,0.097
L,2,4,17/5/2021,47485,NH,MIN,Delaney Belinskas,F,5.56,0,0.05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.01,0.185,0.619,0,0,12,3,3,1,34,24,2,2,1,0,0,0,0,0.121,0.271,0.308
W,3,2,24/5/2021,48265,MTL,TOR,Laura Stacey,F,18.45,0,0.395,0,0,0,9,5,3,1,2,0,0,10,6,0,0,0,3,5,3,0.31,0.369,0.442,0.462,1,35,18,16,9,64,45,3,7,3,1,1,0,1,0.475,1.193,0.285
W,3,2,24/5/2021,48265,MTL,TOR,Jill Saulnier,F,16.38,0,0.062,0,0,0,1,1,1,0,0,0,0,6,4,1,0,0,2,10,4,0.12,0.282,0.514,0.5,0,23,12,16,7,64,37,4,5,6,4,2,0,1,0.316,1.231,0.204
W,3,2,24/5/2021,48265,MTL,TOR,Marie-Philip Poulin,F,25.58,1,0.562,1,0,1,6,5,4,2,2,0,0,22,19,4,2,1,8,10,6,0.47,0.352,0.464,0.632,1,31,15,19,8,97,58,4,6,3,4,3,0,0,1.708,1.381,0.553
W,3,2,24/5/2021,48265,MTL,TOR,Kristin O'Neill,F,14.47,0,0.434,0,0,0,2,2,2,0,0,0,1,8,5,0,0,0,2,3,2,0.18,0.308,0.511,0.429,1,27,16,18,12,49,31,5,7,3,1,1,0,0,1.219,2.083,0.369
W,3,2,24/5/2021,48265,MTL,TOR,Ann-Sophie Bettez,F,16.15,0,0.67,1,1,0,6,5,4,3,1,0,1,7,6,1,0,0,5,3,2,0.27,0.465,0.373,0.182,1,13,8,11,8,39,19,4,5,3,1,0,0,1,2.479,1.211,0.672
W,3,2,24/5/2021,48265,MTL,TOR,Rebecca Leslie,F,12.01,1,0.596,0,0,0,5,3,2,2,1,0,0,10,4,3,0,0,5,7,7,0.21,0.383,0.393,0.2,0,10,7,8,7,28,15,3,4,1,1,1,0,0,1.536,1.127,0.577
W,3,2,24/5/2021,48265,MTL,TOR,Emily Clark,F,14.46,0,0.051,0,0,0,3,2,0,0,1,0,0,8,4,0,0,0,0,1,2,0.18,0.346,0.467,0.2,0,28,13,13,6,59,42,5,1,7,1,2,0,0,0.514,1.181,0.303
W,3,2,24/5/2021,48265,MTL,TOR,Jessie Eldridge,F,14.33,0,0.574,1,1,0,8,7,6,1,4,0,0,19,13,2,0,0,8,4,2,0.32,0.376,0.436,0.333,0,12,8,8,5,39,21,2,5,1,2,1,0,1,1.059,0.654,0.618
W,3,2,24/5/2021,48265,MTL,TOR,Sarah Lefort,F,15.32,0,0.05,0,0,0,3,2,0,0,0,0,0,5,1,1,0,0,1,2,3,0.13,0.31,0.517,0.167,0,31,16,15,10,72,51,4,6,3,1,0,0,0,0.748,1.243,0.376
W,3,2,24/5/2021,48265,MTL,TOR,Alexandra Labelle,F,12.56,0,0,1,0,1,0,0,0,0,0,0,0,14,13,2,1,0,2,1,0,0.25,0.486,0.342,0.333,1,6,3,4,2,26,11,1,2,1,0,0,0,0,2.052,0.447,0.821
W,3,2,24/5/2021,48265,MTL,TOR,Catherine Dubois,F,12.21,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,1,0,1,2,1,0.14,0.286,0.509,0.375,0,23,11,16,7,37,22,3,5,4,2,3,1,0,0.185,1.748,0.096
L,2,3,24/5/2021,48265,TOR,MTL,Brianne Jenner,F,19.58,0,0.423,0,0,0,8,3,2,2,2,0,2,20,9,2,1,1,4,6,7,0.4,0.571,0.253,0.529,0,8,7,5,4,37,27,2,1,4,0,1,0,0,1.718,0.416,0.805
L,2,3,24/5/2021,48265,TOR,MTL,Sarah Nurse,F,24.6,0,0.538,0,0,0,7,4,4,3,2,2,1,14,10,2,1,0,6,7,8,0.4,0.397,0.427,0.154,1,27,14,15,8,76,57,7,2,7,2,1,0,0,2.457,1.676,0.595
L,2,3,24/5/2021,48265,TOR,MTL,Natalie Spooner,F,16.39,1,0.613,0,0,0,11,9,5,3,0,0,0,17,8,0,1,1,5,5,5,0.44,0.474,0.35,0.333,0,17,13,12,8,46,32,6,4,3,1,0,1,0,1.124,1.189,0.486
L,2,3,24/5/2021,48265,TOR,MTL,Loren Gabel,F,17.42,0,0.674,1,1,0,13,9,5,1,4,1,0,19,10,0,0,0,5,5,5,0.5,0.522,0.306,0.071,0,17,14,11,8,31,19,6,4,1,1,0,0,0,1.514,1.124,0.574
L,2,3,24/5/2021,48265,TOR,MTL,Jamie Lee Rattray,F,14.19,0,0.195,0,0,0,1,0,0,0,0,0,1,11,5,1,0,0,1,4,2,0.24,0.541,0.303,0.2,2,13,10,9,8,44,39,5,3,6,0,1,0,1,0.672,1.12,0.375
L,2,3,24/5/2021,48265,TOR,MTL,Victoria Bach,F,21.58,0,0.427,0,0,0,8,6,6,4,1,1,0,19,15,2,0,0,8,8,6,0.46,0.494,0.318,0.214,1,18,12,9,5,35,21,4,3,3,0,0,0,0,2.443,0.821,0.748
L,2,3,24/5/2021,48265,TOR,MTL,Brittany Howard,F,15.58,0,0.74,0,0,0,8,4,4,2,3,2,2,15,7,0,0,0,4,9,5,0.25,0.482,0.318,0.333,1,11,7,7,4,28,15,4,2,2,0,0,0,0,1.439,0.658,0.686
L,2,3,24/5/2021,48265,TOR,MTL,Nicole Kosta,F,18.14,0,0.042,1,0,1,2,0,0,1,0,0,0,7,7,1,0,0,1,4,2,0.16,0.478,0.325,0.375,1,20,14,14,9,41,27,9,3,5,1,0,0,0,1.202,1.376,0.466
L,2,3,24/5/2021,48265,TOR,MTL,Shannon Stewart,F,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0.02,0.328,0.469,0,0,3,2,2,1,9,4,1,1,0,0,0,0,0,0.392,0.192,0.671
L,2,3,24/5/2021,48265,TOR,MTL,Kristen Richards,F,8.56,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0.06,0.425,0.395,0.75,1,11,5,8,4,35,21,3,1,3,2,1,0,0,0.841,1.054,0.444
L,2,3,24/5/2021,48265,TOR,MTL,Kayla Vespa,F,10.31,0,0.089,0,0,0,3,0,0,0,0,0,0,10,4,0,0,0,0,3,4,0.15,0.47,0.294,0.25,0,3,3,1,1,20,12,0,1,0,0,0,0,0,0.611,0.115,0.842
